Total files: 15463
Average line error: 0.0437944663643 (the lower, the better)
Top 1 accuracy: 0.85009377223 (the higher, the better)
Top 5 accuracy: 0.954989329367 (the higher, the better)
Wrongly predicted tasks and your ouputs: 
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/11058.txt 138 43 49 48 47
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8500.txt 24 27 39 10 16
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/688.txt 926 1091 312 301 1098
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8060.txt 19 14 23 22 21
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2737.txt 449 414 495 431 446
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10841.txt 651 581 490 486 515
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2358.txt 242 447 517 106 110
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10951.txt 1046 893 319 620 485
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1534.txt 2677 606 329 1053 67
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/1399.txt 429 352 497 515 524
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5426.txt 654 204 222 221 220
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2420.txt 31 32 33 34 35
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9097.txt 138 43 49 48 47
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/280.txt 24 27 39 10 16
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1975.txt 905 781 804 851 1863
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9289.txt 1328 435 437 438 439
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2296.txt 872 182 1051 1055 1070
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3021.txt 368 326 419 297 426
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2965.txt 105 95 104 106 107
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/56.txt 398 218 224 988 493
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2992.txt 88 370 64 377 300
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/4560.txt 60 454 138 422 89
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5941.txt 333 756 832 753 1080
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9705.txt 218 120 104 77 81
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/761.txt 62 61 60 122 107
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2985.txt 101 37 27 28 29
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2639.txt 181 356 78 348 136
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2724.txt 886 764 688 1367 1321
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1468.txt 1015 959 1768 1036 2258
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5254.txt 134 49 35 36 37
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1117.txt 67 64 73 69 68
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9758.txt 93 57 82 69 20
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2689.txt 367 550 423 814 806
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1426.txt 158 220 91 330 112
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/4073.txt 414 282 148 143 139
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/4900.txt 254 237 294 301 224
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7946.txt 179 66 64 63 62
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10921.txt 1170 153 179 1263 1264
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2009.txt 893 850 1026 70 67
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2677.txt 4669 4390 2276 5036 4548
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3313.txt 265 697 1351 796 186
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5823.txt 42 33 52 44 35
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3820.txt 29 46 30 31 32
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2135.txt 93 71 105 51 103
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3009.txt 349 386 353 546 365
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3855.txt 50 12 22 21 20
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7177.txt 151 214 142 158 114
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2246.txt 71 366 361 335 385
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/962.txt 360 834 1092 991 1081
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2286.txt 155 112 422 127 1031
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3462.txt 159 158 57 56 55
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10311.txt 39 31 46 44 43
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1490.txt 203 135 137 138 139
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9461.txt 131 48 34 35 36
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6874.txt 176 542 543 232 457
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7949.txt 244 265 234 268 295
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1941.txt 131 413 324 346 354
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2912.txt 312 563 418 702 596
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7371.txt 211 190 183 118 70
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5664.txt 274 284 288 139 275
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5998.txt 2252 1173 1026 2162 2798
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9561.txt 205 190 207 192 167
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10739.txt 178 182 174 181 176
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8802.txt 1890 3001 2637 2595 2845
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6177.txt 129 141 175 151 164
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2239.txt 523 520 489 521 522
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2696.txt 188 58 67 66 65
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3634.txt 161 108 238 140 251
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3616.txt 101 104 152 161 164
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/4275.txt 62 191 218 81 166
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/4937.txt 949 376 479 342 381
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3283.txt 122 100 80 86 125
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/1053.txt 914 1620 2340 302 2353
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10192.txt 16 74 119 98 12
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8218.txt 26 12 1 2 3
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/4899.txt 287 286 91 92 93
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/10.txt 418 473 1356 1369 1234
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5159.txt 92 107 132 64 98
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6408.txt 594 123 588 602 148
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/1955.txt 214 768 297 284 215
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3807.txt 30 33 35 31 32
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6813.txt 2491 3592 1719 1366 1451
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7244.txt 335 177 108 130 293
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10232.txt 33 183 66 65 64
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1928.txt 470 379 467 480 464
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10444.txt 148 114 144 73 39
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1182.txt 254 79 92 91 90
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3555.txt 130 195 347 401 331
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2935.txt 54 13 24 23 22
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/4135.txt 257 466 250 428 427
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3503.txt 261 88 251 121 124
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9268.txt 771 792 260 269 268
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9229.txt 95 971 724 903 721
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3558.txt 77 135 120 134 73
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2826.txt 72 2533 2168 539 896
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3992.txt 1224 1755 1793 1789 1787
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/314.txt 511 498 354 327 578
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3398.txt 1439 535 1008 362 758
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/65.txt 254 307 313 289 292
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/11008.txt 752 346 2533 3285 148
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3569.txt 374 373 372 399 431
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3407.txt 580 667 668 273 325
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2693.txt 40 46 39 62 89
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/858.txt 73 80 74 75 76
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2178.txt 68 83 63 64 65
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/1721.txt 137 25 131 128 126
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1257.txt 161 70 74 73 72
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9748.txt 600 205 203 202 201
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7556.txt 1622 543 533 534 535
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6050.txt 179 289 492 266 730
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1662.txt 340 121 123 124 125
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1040.txt 1059 2773 740 536 187
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9607.txt 54 87 76 43 64
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8971.txt 72 26 29 59 41
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/233.txt 318 803 670 131 188
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7056.txt 64 44 52 58 50
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6331.txt 783 268 266 265 264
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6707.txt 73 207 76 212 208
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5798.txt 132 286 360 449 131
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/167.txt 113 212 184 150 152
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5235.txt 462 179 193 149 23
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9569.txt 653 315 501 797 175
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8512.txt 233 494 60 227 185
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3291.txt 33 8 14 13 12
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1582.txt 66 26 51 37 64
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10345.txt 337 242 167 391 225
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5934.txt 231 280 96 293 135
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1402.txt 66 51 19 110 150
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/7848.txt 630 449 450 230 473
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/752.txt 1384 1383 1289 1040 1455
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/66.txt 1007 2670 914 2203 2482
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9499.txt 88 75 47 103 54
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2846.txt 61 57 46 41 28
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6280.txt 274 283 94 166 238
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1164.txt 273 213 132 321 138
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/8305.txt 116 133 135 137 48
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5342.txt 1978 1729 567 1540 461
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/10485.txt 766 882 1356 1410 1190
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5727.txt 47 41 34 35 36
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3617.txt 58 54 56 57 53
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2811.txt 588 427 267 607 661
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5184.txt 72 76 84 23 140
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5372.txt 748 475 799 456 352
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3044.txt 69 25 19 20 21
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/1729.txt 79 80 405 203 230
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/2227.txt 26 649 493 1100 500
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9835.txt 185 196 215 249 247
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6576.txt 727 806 619 1804 1190
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6189.txt 300 205 203 202 201
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/1051.txt 1597 1523 1565 1526 1582
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6038.txt 290 348 357 354 366
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2002.txt 43 54 77 78 47
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/581.txt 902 725 694 1095 784
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset1/Tasks/3615.txt 76 52 61 57 56
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/5402.txt 51 54 53 52 50
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6011.txt 2034 2007 2108 2183 2177
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2650.txt 224 324 313 110 111
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/9640.txt 24 120 144 107 105
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/2316.txt 340 121 123 124 125
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/3215.txt 159 145 39 158 199
/Users/zimin/Desktop/KTH/Master-Thesis/one-liner-competition.nosync/Datasets/Dataset2/Tasks/6785.txt 209 174 188 171 185
